experiment	run	organism	tissue	description	assayId	assayName	platform	readLength	readsfile1Url	readsFile1	readsFile1S3Url	md5sum1	readsfile2Url	readsFile2	readsFile2S3Url	md5sum2
ENCSR146ZKR	ENCFF701RJG_ENCFF427ISS	human	adrenal gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF701RJG/@@download/ENCFF701RJG.fastq.gz	ENCFF701RJG.fastq.gz	s3://encode-public/2017/11/11/383e94e7-0c2a-434a-be9c-851670eabd4b/ENCFF701RJG.fastq.gz	bb4069597bd457db16a1ad5608a424e5	https://www.encodeproject.org/files/ENCFF427ISS/@@download/ENCFF427ISS.fastq.gz	ENCFF427ISS.fastq.gz	s3://encode-public/2017/11/12/086c7f0b-b9ed-4e3b-b93c-1e816d81fbd9/ENCFF427ISS.fastq.gz	b85e62cf34a3e66f2e5896c4843d6edd
ENCSR146ZKR	ENCFF009FJF_ENCFF685UVM	human	adrenal gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF009FJF/@@download/ENCFF009FJF.fastq.gz	ENCFF009FJF.fastq.gz	s3://encode-public/2017/11/11/feea978b-5508-4378-ba92-e7bd93245712/ENCFF009FJF.fastq.gz	a2f9c30e2e4429996be44ef803a20757	https://www.encodeproject.org/files/ENCFF685UVM/@@download/ENCFF685UVM.fastq.gz	ENCFF685UVM.fastq.gz	s3://encode-public/2017/11/12/80ef46ba-e60d-4f45-90f1-b7f45190772a/ENCFF685UVM.fastq.gz	61da1a786c17d04da6745aaf45b0e247
ENCSR146ZKR	ENCFF585GDV_ENCFF006NMS	human	adrenal gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF585GDV/@@download/ENCFF585GDV.fastq.gz	ENCFF585GDV.fastq.gz	s3://encode-public/2017/11/11/7b39d2bc-7363-4777-9220-84a9150f4bde/ENCFF585GDV.fastq.gz	17a58f5084d1381fa189e3cfad83e6ba	https://www.encodeproject.org/files/ENCFF006NMS/@@download/ENCFF006NMS.fastq.gz	ENCFF006NMS.fastq.gz	s3://encode-public/2017/11/12/384a743a-be08-4f46-81d7-2f1af637c407/ENCFF006NMS.fastq.gz	900a832fcbd7793c645e37a5c0af5eda
ENCSR146ZKR	ENCFF861IXM_ENCFF508WLY	human	adrenal gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF861IXM/@@download/ENCFF861IXM.fastq.gz	ENCFF861IXM.fastq.gz	s3://encode-public/2017/11/11/65c96e46-1fcc-4a9a-9f5a-820c51a0c148/ENCFF861IXM.fastq.gz	27c3ce62ed20bf3859ea09ee5690128a	https://www.encodeproject.org/files/ENCFF508WLY/@@download/ENCFF508WLY.fastq.gz	ENCFF508WLY.fastq.gz	s3://encode-public/2017/11/12/9db1a2d8-083d-4575-b8cd-a6b937619802/ENCFF508WLY.fastq.gz	4c14094853a7bd7052bd5d54cb108060
ENCSR146ZKR	ENCFF010GMG_ENCFF108CUM	human	adrenal gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF010GMG/@@download/ENCFF010GMG.fastq.gz	ENCFF010GMG.fastq.gz	s3://encode-public/2017/11/11/ea5f297d-c6f9-4639-9052-e903438019f4/ENCFF010GMG.fastq.gz	90c2a7bde8d52eafcb2396f81272ae67	https://www.encodeproject.org/files/ENCFF108CUM/@@download/ENCFF108CUM.fastq.gz	ENCFF108CUM.fastq.gz	s3://encode-public/2017/11/12/1b03f30c-2dce-4074-be43-09a3f4505c53/ENCFF108CUM.fastq.gz	68e61a89dc31e1fb7a4ec7623ec9a700
ENCSR555BCP	ENCFF779SEA_ENCFF145BRF	human	adrenal gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	76	https://www.encodeproject.org/files/ENCFF779SEA/@@download/ENCFF779SEA.fastq.gz	ENCFF779SEA.fastq.gz	s3://encode-public/2017/04/26/655c2335-adad-481a-b9f6-d385053441d0/ENCFF779SEA.fastq.gz	c388ba371684a887e44dfcf22744a42c	https://www.encodeproject.org/files/ENCFF145BRF/@@download/ENCFF145BRF.fastq.gz	ENCFF145BRF.fastq.gz	s3://encode-public/2017/05/02/1711fd43-0739-4eaf-b7e4-38b77a59535e/ENCFF145BRF.fastq.gz	e2fdca2e604ecccf2908bbd3ac3be8db
ENCSR759WPF	ENCFF356DVL	human	left renal cortex interstitium		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF356DVL/@@download/ENCFF356DVL.fastq.gz	ENCFF356DVL.fastq.gz	s3://encode-public/2016/10/25/27dd4a7e-dd2b-459b-a91f-691b36daced4/ENCFF356DVL.fastq.gz	ecaa330d7c32f36b59b6cdfa2ca36d7d			
ENCSR176WMG	ENCFF567KUC	human	right lung		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF567KUC/@@download/ENCFF567KUC.fastq.gz	ENCFF567KUC.fastq.gz	s3://encode-public/2016/10/26/7400bd5f-69b1-41ee-8014-4b8d7e217b8f/ENCFF567KUC.fastq.gz	744b9c947044dd6262b728091324b9c9			
ENCSR436ZKE	ENCFF051TUA	human	renal cortex interstitium		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF051TUA/@@download/ENCFF051TUA.fastq.gz	ENCFF051TUA.fastq.gz	s3://encode-public/2016/10/25/4898b3fb-111e-40ef-95e3-52ee17469821/ENCFF051TUA.fastq.gz	ebac35c9867fe29334d7c779f3c8146b			
ENCSR436ZKE	ENCFF826YSU	human	renal cortex interstitium		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF826YSU/@@download/ENCFF826YSU.fastq.gz	ENCFF826YSU.fastq.gz	s3://encode-public/2016/10/26/819410dd-05dc-4e01-ab0b-96a18ea1435d/ENCFF826YSU.fastq.gz	00da3c855a6a9ca1068a74d1d73ff860			
ENCSR561WEX	ENCFF755EWN	human	muscle of leg		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF755EWN/@@download/ENCFF755EWN.fastq.gz	ENCFF755EWN.fastq.gz	s3://encode-public/2016/10/26/c4d6fb17-3386-4829-a371-c6cdfc591844/ENCFF755EWN.fastq.gz	60bb6851dad6be827fd7e4c1d194323e			
ENCSR275ZLF	ENCFF378MAM_ENCFF663RCH	human	mesenchymal stem cell		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	101	https://www.encodeproject.org/files/ENCFF378MAM/@@download/ENCFF378MAM.fastq.gz	ENCFF378MAM.fastq.gz	s3://encode-public/2017/04/26/191997e2-ea32-4981-9acd-acb5dac4a8a4/ENCFF378MAM.fastq.gz	ac8ea0d760aac8773c676a5b658aea7d	https://www.encodeproject.org/files/ENCFF663RCH/@@download/ENCFF663RCH.fastq.gz	ENCFF663RCH.fastq.gz	s3://encode-public/2017/05/02/13320968-a4bf-4570-8b3e-39fdfd161920/ENCFF663RCH.fastq.gz	0194c12e598d217ae1037345b73d3d6c
ENCSR022MON	ENCFF533GEZ	human	fibroblast of skin of scalp		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF533GEZ/@@download/ENCFF533GEZ.fastq.gz	ENCFF533GEZ.fastq.gz	s3://encode-public/2016/10/25/1ace79a6-f7a9-4946-8bd0-6219c1ab040b/ENCFF533GEZ.fastq.gz	98d3172017baed5ed388b05b93afc8b0			
ENCSR022MON	ENCFF946MIY	human	fibroblast of skin of scalp		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF946MIY/@@download/ENCFF946MIY.fastq.gz	ENCFF946MIY.fastq.gz	s3://encode-public/2016/10/26/82eddb9e-759c-4797-8562-d450c0d3c576/ENCFF946MIY.fastq.gz	97d762fb689927925427d2bc000bbfe5			
ENCSR000BYC	ENCFF000MSN	human	Ishikawa	RNA-seq on ECC-1 greater than 200bp polyA+ treated with genistein at 100nM for 4 hours. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	36	https://www.encodeproject.org/files/ENCFF000MSN/@@download/ENCFF000MSN.fastq.gz	ENCFF000MSN.fastq.gz	s3://encode-public/2012/01/21/3c310bca-cc1e-401a-a499-0cfc8ab8fa12/ENCFF000MSN.fastq.gz	177b91daf318c027b880a135c87d78fd			
ENCSR000BYC	ENCFF000MSV	human	Ishikawa	RNA-seq on ECC-1 greater than 200bp polyA+ treated with genistein at 100nM for 4 hours. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	36	https://www.encodeproject.org/files/ENCFF000MSV/@@download/ENCFF000MSV.fastq.gz	ENCFF000MSV.fastq.gz	s3://encode-public/2012/01/21/fb04654e-6e37-41b0-9d5e-d460c65ebc08/ENCFF000MSV.fastq.gz	a5af1c7501b9e75020725e87fa3d0b33			
ENCSR000EYS	ENCFF000DUC_ENCFF000DUH	human	endothelial cell of umbilical vein	RNA-seq on human HUVEC (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DUC/@@download/ENCFF000DUC.fastq.gz	ENCFF000DUC.fastq.gz	s3://encode-public/2012/03/23/7eb95d5b-b5f3-44ad-abd0-d318df7b0af2/ENCFF000DUC.fastq.gz	3e5978a8f71fe936fbffbf63e2082acb	https://www.encodeproject.org/files/ENCFF000DUH/@@download/ENCFF000DUH.fastq.gz	ENCFF000DUH.fastq.gz	s3://encode-public/2012/03/23/1197ff33-1e13-42a1-b8e8-1e5c7c4065c2/ENCFF000DUH.fastq.gz	d7896b896ab19ca3b94aea0240e0007f
ENCSR000EYS	ENCFF000DUF_ENCFF000DUK	human	endothelial cell of umbilical vein	RNA-seq on human HUVEC (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DUF/@@download/ENCFF000DUF.fastq.gz	ENCFF000DUF.fastq.gz	s3://encode-public/2012/03/23/86b55096-9670-4009-b7c0-532f4b901080/ENCFF000DUF.fastq.gz	6113a40cd2acba95feaf16625e8504a4	https://www.encodeproject.org/files/ENCFF000DUK/@@download/ENCFF000DUK.fastq.gz	ENCFF000DUK.fastq.gz	s3://encode-public/2012/03/23/23f49b82-7dfc-4a9c-8cfe-0d3b5be23791/ENCFF000DUK.fastq.gz	3a70216f64d7d88a5fcaeb852bb7f013
ENCSR000EYS	ENCFF000DUE_ENCFF000DUJ	human	endothelial cell of umbilical vein	RNA-seq on human HUVEC (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DUE/@@download/ENCFF000DUE.fastq.gz	ENCFF000DUE.fastq.gz	s3://encode-public/2012/3/23/99ff771a-1673-41e3-a8eb-278f7f8aab72/ENCFF000DUE.fastq.gz	3fc900b8a0e996dde58698fc039e03cf	https://www.encodeproject.org/files/ENCFF000DUJ/@@download/ENCFF000DUJ.fastq.gz	ENCFF000DUJ.fastq.gz	s3://encode-public/2012/3/23/a1688715-8e46-421a-8841-7c42013561c7/ENCFF000DUJ.fastq.gz	b09afee64a3ba94cddb739edf1785ac9
ENCSR000EYS	ENCFF000DUG_ENCFF000DUL	human	endothelial cell of umbilical vein	RNA-seq on human HUVEC (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DUG/@@download/ENCFF000DUG.fastq.gz	ENCFF000DUG.fastq.gz	s3://encode-public/2012/3/23/1dbcf990-8052-4941-82a2-dde856ada8b5/ENCFF000DUG.fastq.gz	f0380d75cd8252c0c71e516c2fabd86e	https://www.encodeproject.org/files/ENCFF000DUL/@@download/ENCFF000DUL.fastq.gz	ENCFF000DUL.fastq.gz	s3://encode-public/2012/3/23/6a5dcab1-744c-4cce-aea7-31786283f499/ENCFF000DUL.fastq.gz	c8d38911ed9b22a45a694c9a8dd0158d
ENCSR000EYS	ENCFF000DUD_ENCFF000DUI	human	endothelial cell of umbilical vein	RNA-seq on human HUVEC (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DUD/@@download/ENCFF000DUD.fastq.gz	ENCFF000DUD.fastq.gz	s3://encode-public/2012/3/23/436e45bb-361d-4fca-b09a-afe267262a39/ENCFF000DUD.fastq.gz	46fdb39fd7c3d70039e3e814ffdd664a	https://www.encodeproject.org/files/ENCFF000DUI/@@download/ENCFF000DUI.fastq.gz	ENCFF000DUI.fastq.gz	s3://encode-public/2012/3/23/d8dc9efc-a382-41b0-8861-df2290c26242/ENCFF000DUI.fastq.gz	8f869e5805235a354ea3f4bf3c777fb1
ENCSR906HEV	ENCFF187NDG_ENCFF967REG	human	muscle of trunk		OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer	76	https://www.encodeproject.org/files/ENCFF187NDG/@@download/ENCFF187NDG.fastq.gz	ENCFF187NDG.fastq.gz	s3://encode-public/2017/04/03/ca852701-acd6-46eb-8edb-ad3467e0d73d/ENCFF187NDG.fastq.gz	087088750f4bc25e2df0c0ea6bf86b9b	https://www.encodeproject.org/files/ENCFF967REG/@@download/ENCFF967REG.fastq.gz	ENCFF967REG.fastq.gz	s3://encode-public/2017/04/03/24c60f09-33a7-42b5-ad8d-48f39842832f/ENCFF967REG.fastq.gz	a2f17d23751e185f8f1547c4196743f8
ENCSR906HEV	ENCFF571EZE_ENCFF372ISN	human	muscle of trunk		OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer	76	https://www.encodeproject.org/files/ENCFF571EZE/@@download/ENCFF571EZE.fastq.gz	ENCFF571EZE.fastq.gz	s3://encode-public/2017/04/03/ef317953-3337-4536-983c-b2bc0f79b141/ENCFF571EZE.fastq.gz	382952a978b71dc35cd0f065d4f43929	https://www.encodeproject.org/files/ENCFF372ISN/@@download/ENCFF372ISN.fastq.gz	ENCFF372ISN.fastq.gz	s3://encode-public/2017/04/03/7c1526e4-d723-4dc8-a814-ab7e9e8dfc96/ENCFF372ISN.fastq.gz	7e43d28b94fee617294eb11578ad667b
ENCSR094RGI	ENCFF096QFW	human	muscle of back		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF096QFW/@@download/ENCFF096QFW.fastq.gz	ENCFF096QFW.fastq.gz	s3://encode-public/2016/10/26/52b5673e-91d2-476e-8fe4-dd7ea1c90a7a/ENCFF096QFW.fastq.gz	d90e6e3fbb9c9109217eb023f33ab32a			
ENCSR851GNB	ENCFF889YYY_ENCFF419HJM	human	foreskin fibroblast		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	76	https://www.encodeproject.org/files/ENCFF889YYY/@@download/ENCFF889YYY.fastq.gz	ENCFF889YYY.fastq.gz		c57cbe3a8b2f08fd7446e4f702064c67	https://www.encodeproject.org/files/ENCFF419HJM/@@download/ENCFF419HJM.fastq.gz	ENCFF419HJM.fastq.gz		45c16cba9554178464f24e8d3778b620
ENCSR572FXC	ENCFF391AKU	human	left lung		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF391AKU/@@download/ENCFF391AKU.fastq.gz	ENCFF391AKU.fastq.gz	s3://encode-public/2016/10/26/f273a823-8145-4a8e-a535-37a5d39c7f13/ENCFF391AKU.fastq.gz	baed982f72c88e2bd63b5c8f4bcfb4bd			
ENCSR681ALA	ENCFF079EAZ	human	fibroblast of skin of abdomen		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF079EAZ/@@download/ENCFF079EAZ.fastq.gz	ENCFF079EAZ.fastq.gz	s3://encode-public/2016/10/25/7c9237b0-e775-41d5-a183-a82fa15b85a1/ENCFF079EAZ.fastq.gz	2d812099cedc0623ca60ceddf400dbc5			
ENCSR522XTV	ENCFF015SQM	human	muscle of back		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF015SQM/@@download/ENCFF015SQM.fastq.gz	ENCFF015SQM.fastq.gz	s3://encode-public/2016/10/25/731721f2-c25e-46e4-9651-0b3217c9c1a1/ENCFF015SQM.fastq.gz	4b568050853c1ce9c4b369d41c9dce8c			
ENCSR000EYR	ENCFF000DPU_ENCFF000DQB	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	101	https://www.encodeproject.org/files/ENCFF000DPU/@@download/ENCFF000DPU.fastq.gz	ENCFF000DPU.fastq.gz	s3://encode-public/2012/03/23/77884a07-a2e9-401f-91e0-e62f42384625/ENCFF000DPU.fastq.gz	0c0381c365b00ef3ac74c8ec0cc20ce6	https://www.encodeproject.org/files/ENCFF000DQB/@@download/ENCFF000DQB.fastq.gz	ENCFF000DQB.fastq.gz	s3://encode-public/2012/03/23/5cd8842f-7371-4345-bbec-de766fbe7cf3/ENCFF000DQB.fastq.gz	d32ede0142eb67bfa1aa040c89dbc9d5
ENCSR000EYR	ENCFF000DPX_ENCFF000DQE	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	101	https://www.encodeproject.org/files/ENCFF000DPX/@@download/ENCFF000DPX.fastq.gz	ENCFF000DPX.fastq.gz	s3://encode-public/2012/03/23/6f3abf05-4e08-4a4e-971f-a24474c16870/ENCFF000DPX.fastq.gz	9247239ade2a2c5bf9af8fcac5aafff1	https://www.encodeproject.org/files/ENCFF000DQE/@@download/ENCFF000DQE.fastq.gz	ENCFF000DQE.fastq.gz	s3://encode-public/2012/03/23/b21d60d6-7568-430d-a7be-d266d732ca72/ENCFF000DQE.fastq.gz	c289592d8ad7ad726538d8c35ec78a28
ENCSR000EYR	ENCFF000DQA_ENCFF000DQH	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DQA/@@download/ENCFF000DQA.fastq.gz	ENCFF000DQA.fastq.gz	s3://encode-public/2012/3/23/61270816-7684-4bb9-8583-30260bf4077c/ENCFF000DQA.fastq.gz	4167183e37fee8117a102a1d70f31f80	https://www.encodeproject.org/files/ENCFF000DQH/@@download/ENCFF000DQH.fastq.gz	ENCFF000DQH.fastq.gz	s3://encode-public/2012/3/23/a0b62a4c-6e40-4872-91f4-e7b401f049c6/ENCFF000DQH.fastq.gz	22a395426694844d2af19eedf7c3af30
ENCSR000EYR	ENCFF000DPV_ENCFF000DQC	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DPV/@@download/ENCFF000DPV.fastq.gz	ENCFF000DPV.fastq.gz	s3://encode-public/2012/3/23/e4b7555f-eaf6-4b80-ba38-cd5dba549a92/ENCFF000DPV.fastq.gz	ff69b20dacc10aa4f1b48ae66be8118d	https://www.encodeproject.org/files/ENCFF000DQC/@@download/ENCFF000DQC.fastq.gz	ENCFF000DQC.fastq.gz	s3://encode-public/2012/3/23/17692972-4962-4fc8-b553-fd0119d9f24a/ENCFF000DQC.fastq.gz	44e87f4f1208bc11b6df541c54a5b837
ENCSR000EYR	ENCFF000DPY_ENCFF000DQF	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DPY/@@download/ENCFF000DPY.fastq.gz	ENCFF000DPY.fastq.gz	s3://encode-public/2012/3/23/e753a1a4-264f-4bdb-a8c0-e64d6aae544b/ENCFF000DPY.fastq.gz	df4fd195185fab94d8df046ff335418d	https://www.encodeproject.org/files/ENCFF000DQF/@@download/ENCFF000DQF.fastq.gz	ENCFF000DQF.fastq.gz	s3://encode-public/2012/3/23/09f23a66-76db-423d-9b0d-087005824d1b/ENCFF000DQF.fastq.gz	d6342c4a1f18b82290eb0be07d4a4902
ENCSR000EYR	ENCFF000DPZ_ENCFF000DQG	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DPZ/@@download/ENCFF000DPZ.fastq.gz	ENCFF000DPZ.fastq.gz	s3://encode-public/2012/3/23/5f015628-dfc1-4ee1-aa47-694a7e878668/ENCFF000DPZ.fastq.gz	3d00d06c0016d62a8933794064a7c07e	https://www.encodeproject.org/files/ENCFF000DQG/@@download/ENCFF000DQG.fastq.gz	ENCFF000DQG.fastq.gz	s3://encode-public/2012/3/23/8c56c1fe-6a92-4929-9118-4460f4dc22d3/ENCFF000DQG.fastq.gz	f84821983990a42e547ed4577e95a0f5
ENCSR000EYR	ENCFF000DPW_ENCFF000DQD	human	HepG2	RNA-seq on human HepG2	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DPW/@@download/ENCFF000DPW.fastq.gz	ENCFF000DPW.fastq.gz	s3://encode-public/2012/3/23/c5a5dd4e-c2cc-4093-a338-b55ce23cedc5/ENCFF000DPW.fastq.gz	25ddd671b56997225c3adfd493dae71b	https://www.encodeproject.org/files/ENCFF000DQD/@@download/ENCFF000DQD.fastq.gz	ENCFF000DQD.fastq.gz	s3://encode-public/2012/3/23/518c10e0-e862-4924-92be-1fb0aadfbd44/ENCFF000DQD.fastq.gz	f06958440567a61c675e324b2512277a
ENCSR000EYQ	ENCFF000DNG_ENCFF000DNM	human	HeLa-S3	RNA-seq on human HeLa-S3 (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DNG/@@download/ENCFF000DNG.fastq.gz	ENCFF000DNG.fastq.gz	s3://encode-public/2012/03/23/9688ad24-9618-4032-bea9-b0c0a18e70a0/ENCFF000DNG.fastq.gz	9b5c221ed51f629136156ead79c427ca	https://www.encodeproject.org/files/ENCFF000DNM/@@download/ENCFF000DNM.fastq.gz	ENCFF000DNM.fastq.gz	s3://encode-public/2012/03/23/3459f6e7-197b-47db-a501-4edb79648994/ENCFF000DNM.fastq.gz	d03459536b81ba719e09d79a1b9c37ab
ENCSR000EYQ	ENCFF000DNJ_ENCFF000DNP	human	HeLa-S3	RNA-seq on human HeLa-S3 (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DNJ/@@download/ENCFF000DNJ.fastq.gz	ENCFF000DNJ.fastq.gz	s3://encode-public/2012/03/23/5719cea6-768a-4a30-be62-b13e424a8557/ENCFF000DNJ.fastq.gz	b559eee6a30fa3bbe3d9101298ce99ac	https://www.encodeproject.org/files/ENCFF000DNP/@@download/ENCFF000DNP.fastq.gz	ENCFF000DNP.fastq.gz	s3://encode-public/2012/03/23/2322acbc-e96f-499f-af28-a6cc9b19fb46/ENCFF000DNP.fastq.gz	142886c08862956f39c3d63a9cc8c5b8
ENCSR000EYQ	ENCFF000DNK_ENCFF000DNQ	human	HeLa-S3	RNA-seq on human HeLa-S3 (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DNK/@@download/ENCFF000DNK.fastq.gz	ENCFF000DNK.fastq.gz	s3://encode-public/2012/3/23/6d11dfc1-bc69-4d63-aa71-ad93a2928bad/ENCFF000DNK.fastq.gz	899eaf6b6270f68722492e20572adae6	https://www.encodeproject.org/files/ENCFF000DNQ/@@download/ENCFF000DNQ.fastq.gz	ENCFF000DNQ.fastq.gz	s3://encode-public/2012/3/23/a50f6b60-ed3a-4474-9333-d227a57c7327/ENCFF000DNQ.fastq.gz	6841e3cc0f4a5fcca3c494c7b5ec4048
ENCSR000EYQ	ENCFF000DNH_ENCFF000DNN	human	HeLa-S3	RNA-seq on human HeLa-S3 (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DNH/@@download/ENCFF000DNH.fastq.gz	ENCFF000DNH.fastq.gz	s3://encode-public/2012/3/23/0155a99a-d097-46d7-b63e-af085af834f1/ENCFF000DNH.fastq.gz	3669dd74e61b677b3b7d5f57806c82b0	https://www.encodeproject.org/files/ENCFF000DNN/@@download/ENCFF000DNN.fastq.gz	ENCFF000DNN.fastq.gz	s3://encode-public/2012/3/23/79b3da99-7c93-4233-bdbb-da7497b0c706/ENCFF000DNN.fastq.gz	f6f38b9db5b1b65c4d0ac7d1d28b2ae1
ENCSR000EYQ	ENCFF000DNI_ENCFF000DNO	human	HeLa-S3	RNA-seq on human HeLa-S3 (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DNI/@@download/ENCFF000DNI.fastq.gz	ENCFF000DNI.fastq.gz	s3://encode-public/2012/3/23/0ae5a16c-8a4c-461e-a85c-ce7c045bf6a0/ENCFF000DNI.fastq.gz	5824250704ce83efec34fa1d89c0c713	https://www.encodeproject.org/files/ENCFF000DNO/@@download/ENCFF000DNO.fastq.gz	ENCFF000DNO.fastq.gz	s3://encode-public/2012/3/23/113e06dd-e1f8-48e1-9305-02a945ba71fe/ENCFF000DNO.fastq.gz	48e8e2f9b95ab4b67dc96f17b44c8be4
ENCSR000EYQ	ENCFF000DNL_ENCFF000DNR	human	HeLa-S3	RNA-seq on human HeLa-S3 (paired-ended)	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000DNL/@@download/ENCFF000DNL.fastq.gz	ENCFF000DNL.fastq.gz	s3://encode-public/2012/3/23/c925723c-9c70-43f7-a979-87a5df5371b1/ENCFF000DNL.fastq.gz	93103aa0e0e0b5c0962c9a3b0fb7bcfc	https://www.encodeproject.org/files/ENCFF000DNR/@@download/ENCFF000DNR.fastq.gz	ENCFF000DNR.fastq.gz	s3://encode-public/2012/3/23/cd104558-d01d-4c7d-a541-739a108a3822/ENCFF000DNR.fastq.gz	cb34ff46334d1cbab7d15972c08c8742
ENCSR000CPM	ENCFF000IJZ_ENCFF000IKH	human	fibroblast of lung	The libraries contained in this experiment come from lung fibroblast primary whole cells, NHLF  isolated from independent donors. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	OBI:0002571	polyA plus RNA-seq	Illumina Genome Analyzer IIx	76	https://www.encodeproject.org/files/ENCFF000IJZ/@@download/ENCFF000IJZ.fastq.gz	ENCFF000IJZ.fastq.gz	s3://encode-public/2011/07/13/ba095b0d-afcb-4247-8177-ce18f319dd90/ENCFF000IJZ.fastq.gz	3cb0cb139b4884f386202cf15057825f	https://www.encodeproject.org/files/ENCFF000IKH/@@download/ENCFF000IKH.fastq.gz	ENCFF000IKH.fastq.gz	s3://encode-public/2011/07/13/a626d0ab-0c6e-40d7-973b-a526b67378eb/ENCFF000IKH.fastq.gz	247d16414b244019f2e043740cc8527e
